make,model,price,body_color,interior_color,interior_material,body,doors,seats,vin,fuel,transmission,drive_type,power,engine_capacity,co2_emission,emission_class,driven_distance,first_registration,condition
Peugeot,5008,6 899 €,Grey,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,120 kW,1 997 cc,181,Euro 5,167 414 km,1/2011,3
BMW,M135,50 649 €,White,Interior color,Cloth interior,Sedans / saloons,4/5 doors,5,None,Petrol,Automatic,4x4,225 kW,1 998 cc,145,Euro 6d,0 km,7/2022,New
Tesla,Model Y,62 649 €,Grey,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Electric,Automatic,4x4,378 kW,Euro 6d-TEMP,79,No,10 609 km,3/2022,1
Opel,Grandland X,23 599 €,White,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,130 kW,1 997 cc,128,Euro 6d-TEMP,52 200 km,1/2020,Used
BMW,X3 M40,60 599 €,Black,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,250 kW,2 993 cc,169,Euro 6d,31 856 km,10/2021,1
BMW,340 Gran Turismo,39 399 €,Black,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,240 kW,2 998 cc,166,Euro 6,30 244 km,4/2019,1
Audi,A7,64 349 €,Black,Interior color,Full leather interior,Sedans / saloons,4/5 doors,4,None,Diesel,Automatic,4x4,210 kW,2 967 cc,154,No emission class,23 442 km,7/2021,1
Tesla,Model Y,65 749 €,Blue,Type of finish,Other interior color,Full leather interior,Sedans / saloons,4/5 doors,5,Electric,Automatic,4x4,378 kW,Euro 6d-TEMP,79,No,16 396 km,2/2022,1
Volvo,V40,16 799 €,Black,Type of finish,Black interior,Full leather interior,Compact,4/5 doors,5,Diesel,Automatic,4x2,88 kW,1 969 cc,104,Euro 6,56 962 km,6/2019,1
Mazda,6,19 549 €,Grey,Interior color,Full leather interior,Sedans / saloons,4/5 doors,5,1636,Diesel,Automatic,4x2,135 kW,2 191 cc,133,Euro 6d,131 966 km,1/2019,Used
BMW,120,34 149 €,Grey,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 995 cc,121,Euro 6,22 990 km,2/2021,1
Mercedes-Benz,CLA 220,49 299 €,Grey,Type of finish,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 950 cc,109,Euro 6,26 842 km,10/2021,Used
Mercedes-Benz,E 400,49 399 €,Blue,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,250 kW,2 925 cc,154,Euro 6d-TEMP,41 101 km,5/2020,1
Opel,Crossland X,13 399 €,White,Interior color,Cloth interior,SUV / offroad,4/5 doors,2,None,Diesel,Automatic,4x2,88 kW,1 499 cc,102,Euro 6,100 000 km,3/2019,Used
Audi,A6,38 849 €,Black,Interior color,Cloth interior,Station Wagon,4/5 doors,5,None,Diesel,Automatic,4x4,210 kW,2 967 cc,151,Euro 6,118 761 km,7/2019,1
Audi,Q3,42 649 €,Black,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,110 kW,1 968 cc,128,Euro 6d,2 700 km,1/2021,1
BMW,135,45 799 €,Grey,Type of finish,Other interior color,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,225 kW,2 979 cc,175,Euro 6d,7 200 km,5/2021,Used
Dodge,Charger,46 549 €,Red,Interior color,Cloth interior,Sedans / saloons,4/5 doors,5,None,Petrol,Automatic,4x2,362 kW,6 417 cc,333,Euro 6,23 000 km,4/2021,2
Mercedes-Benz,CLA 35 AMG,55 299 €,Yellow,Interior color,Part leather interior,Coupe,4/5 doors,5,None,Petrol,Automatic,4x4,225 kW,1 991 cc,184,Euro 6d,5 717 km,5/2022,Demonstration car
Smart,ForFour,8 399 €,White,Interior color,Cloth interior,Compact,4/5 doors,4,875,Petrol,Manual,4x2,52 kW,999 cc,97,Euro 6,16 287 km,6/2015,Used
Volkswagen,T-Roc,28 899 €,Red,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,None,Petrol,Automatic,4x2,110 kW,1 498 cc,128,No emission class,9 753 km,1/2022,1
Audi,A4,29 949 €,Black,Interior color,Cloth interior,Station Wagon,4/5 doors,5,None,Petrol,Automatic,4x2,110 kW,1 984 cc,137,Euro 6d-TEMP,17 438 km,2/2020,1
BMW,X2,45 699 €,Grey,Type of finish,Black interior,Alcantara interior,Coupe,4/5 doors,5,Petrol,Automatic,4x4,225 kW,1 998 cc,155,Euro 6,8 200 km,4/2021,Used
Audi,A5,46 549 €,Grey,Type of finish,Black interior,Part leather interior,Coupe,4/5 doors,4,Diesel,Automatic,4x4,140 kW,1 968 cc,133,Euro 6d-TEMP,34 650 km,2/2020,2
BMW,340,54 799 €,Black,Type of finish,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,275 kW,2 998 cc,163,Euro 6d,29 214 km,8/2021,Used
Mercedes-Benz,CLS 450,57 449 €,Black,Type of finish,Black interior,Part leather interior,Coupe,4/5 doors,5,Petrol,Automatic,4x4,270 kW,2 999 cc,198,Euro 6d-TEMP,51 179 km,4/2019,1
Audi,A4,28 899 €,Black,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,120 kW,1 968 cc,100,Euro 6d-TEMP,73 990 km,3/2020,1
DFSK,Seres 3,34 199 €,White,Interior color,Full leather interior,SUV / offroad,4/5 doors,5,None,Electric,Automatic,4x2,120 kW,No emission class,53,No,3 000 km,9/2022,Demonstration car
Volkswagen,Touareg,55 349 €,Black,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210 kW,2 967 cc,173,Euro 6d-TEMP,25 825 km,12/2019,1
Volkswagen,Caddy,27 849 €,Beige,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,75 kW,1 968 cc,123,Euro 6d,13 500 km,7/2021,1
Mercedes-Benz,A 200,19 549 €,Silver,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,100 kW,2 143 cc,106,Euro 6,58 380 km,5/2017,1
Volkswagen,Caddy,22 549 €,White,Interior color,Cloth interior,Cargo VAN,4/5 doors,2,None,Diesel,Automatic,4x2,110 kW,1 968 cc,128,Euro 6,119 970 km,8/2018,1
Peugeot,508,28 899 €,Blue,Type of finish,Other interior color,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,133 kW,1 598 cc,112,Euro 6,11 409 km,6/2021,1
BMW,430 Gran Coupé,30 999 €,Black,Interior color,Cloth interior,Sedans / saloons,4/5 doors,5,1680,Diesel,Automatic,4x2,190 kW,2 993 cc,134,Euro 6d,95 113 km,4/2019,Used
Audi,A7,64 299 €,Blue,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,210 kW,2 967 cc,154,Euro 6d,28 600 km,5/2021,1
Mercedes-Benz,A 200,29 849 €,Black,Type of finish,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Diesel,Manual,4x2,110 kW,1 950 cc,128,Euro 6d-TEMP,5 109 km,4/2021,1
Audi,A5,56 249 €,Black,Type of finish,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,150 kW,1 968 cc,119,Euro 6d,29 249 km,9/2021,Used
Peugeot,207,5 799 €,Black,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Manual,4x2,88 kW,1 598 cc,145,Euro 4,89 000 km,5/2009,2
BMW,218,31 299 €,None,Interior color,Other interior material,MPV/VAN,4/5 doors,5,None,Petrol,Manual,4x2,104 kW,1 499 cc,132,No emission class,10 205 km,2/2021,Used
Jaguar,F-Pace,31 449 €,Blue,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Manual,4x2,120 kW,1 999 cc,140,Euro 6d-TEMP,35 000 km,8/2019,1
Audi,A4 Allroad,46 799 €,Black,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Hybrid,Automatic,4x4,150 kW,1 968 cc,126,Euro 6d,11 000 km,8/2021,Used
BMW,M135,42 049 €,Red,Type of finish,Black interior,Alcantara interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,225 kW,1 998 cc,145,Euro 6,19 250 km,9/2021,Used
Mercedes-Benz,C 400,33 849 €,White,Interior color,Part leather interior,Station Wagon,4/5 doors,5,None,Petrol,Automatic,4x4,245 kW,2 996 cc,189,Euro 6d-TEMP,52 200 km,8/2018,1
Audi,Q5,52 949 €,White,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,None,Diesel,Automatic,4x4,150 kW,1 968 cc,166,Euro 6d-TEMP,0 km,6/2022,New
BMW,320,37 899 €,White,Interior color,Cloth interior,Sedans / saloons,4/5 doors,5,None,Diesel,Automatic,4x4,140 kW,1 995 cc,133,Euro 6d,29 299 km,6/2021,1
Jaguar,E-Pace,40 199 €,Grey,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,183 kW,1 997 cc,189,Euro 6d-TEMP,21 200 km,3/2020,2
Peugeot,3008,9 649 €,White,Interior color,Full leather interior,MPV/VAN,4/5 doors,5,None,Diesel,Automatic,4x2,120 kW,1 997 cc,169,Euro 5,129 900 km,9/2012,2
BMW,530,57 449 €,Black,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,210 kW,2 993 cc,119,Euro 6d,25 233 km,11/2020,1
Polestar,2,62 699 €,Grey,Type of finish,Grey interior,Cloth interior,Sedans / saloons,4/5 doors,5,Electric,Automatic,4x4,300 kW,Euro 6d,78,No,6 000 km,9/2022,Demonstration car
Volkswagen,Passat,27 799 €,Blue,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 968 cc,119,Euro 6,38 814 km,7/2019,1
DS Automobiles,DS9,51 099 €,Blue,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Hybrid,Automatic,4x2,165 kW,1 598 cc,37,No emission class,17 990 km,9/2021,Demonstration car
BMW,340,55 099 €,White,Interior color,Full leather interior,Sedans / saloons,4/5 doors,5,None,Diesel,Automatic,4x4,250 kW,2 993 cc,139,Euro 6,9 100 km,2/2021,1
BMW,M340i,57 949 €,Black,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,275 kW,2 998 cc,177,Euro 6d,14 801 km,7/2021,Used
Audi,A1,21 949 €,Green,Interior color,Cloth interior,Compact,4/5 doors,5,1175,Petrol,Manual,4x2,70 kW,999 cc,127,Euro 6c,7 550 km,4/2021,Used
Mercedes-Benz,E 400,37 349 €,Grey,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,245 kW,3 498 cc,180,Euro 6,59 988 km,1/2018,Used
Volkswagen,Arteon,44 649 €,Black,Type of finish,Black interior,Full leather interior,Coupe,4/5 doors,5,Diesel,Automatic,4x4,147 kW,1 968 cc,162,Euro 6,24 267 km,11/2020,Demonstration car
Mercedes-Benz,CLS 450,63 799 €,Silver,Type of finish,Black interior,Full leather interior,Coupe,4/5 doors,5,Petrol,Automatic,4x4,270 kW,2 999 cc,183,Euro 6d-TEMP,6 692 km,7/2020,Used
BMW,M135,41 899 €,Black,Type of finish,Black interior,Cloth interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,225 kW,1 998 cc,145,Euro 6,18 450 km,7/2021,Used
BMW,X2,42 449 €,Grey,Type of finish,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 995 cc,115,Euro 6,18 155 km,2/2021,Used
BMW,320,24 499 €,Black,Interior color,Cloth interior,Station Wagon,4/5 doors,5,None,Diesel,Automatic,4x2,140 kW,1 995 cc,127,Euro 6,84 300 km,1/2019,1
Audi,A3,34 499 €,Silver,Type of finish,Black interior,Other interior material,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,110 kW,1 968 cc,101,Euro 6d,19 900 km,7/2021,1
Mercedes-Benz,C 220,39 349 €,Black,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,143 kW,1 950 cc,136,Euro 6d,8 570 km,1/2021,1
Hyundai,i10,3 299 €,Black,Interior color,Cloth interior,Compact,4/5 doors,5,None,Petrol,Manual,4x2,49 kW,1 086 cc,123,No emission class,173 900 km,9/2009,1
BMW,125,21 499 €,Red,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,165 kW,1 995 cc,127,Euro 6,130 400 km,2/2019,1
Jaguar,E-Pace,32 099 €,Black,Type of finish,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,147 kW,1 997 cc,202,Euro 6d-TEMP,42 963 km,2/2020,2
Volkswagen,Touareg,47 849 €,Black,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,210 kW,2 967 cc,217,Euro 6d-TEMP,142 172 km,1/2019,1
Audi,Q2,32 799 €,Blue,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,110 kW,1 498 cc,116,Euro 6d,13 697 km,2/2021,1
Mercedes-Benz,A 220,35 999 €,Blue,Type of finish,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 950 cc,114,Euro 6d-TEMP,8 900 km,7/2021,1
BMW,430 Gran Coupé,55 849 €,Black,Type of finish,Other interior color,Full leather interior,Coupe,4/5 doors,5,Petrol,Automatic,4x2,180 kW,1 998 cc,129,Euro 6d,5 102 km,2/2022,Used
BMW,218,24 649 €,Blue,Type of finish,Brown interior,Full leather interior,MPV/VAN,4/5 doors,5,Diesel,Automatic,4x4,110 kW,1 995 cc,123,Euro 6d-TEMP,117 500 km,3/2020,Used
BMW,440,39 499 €,Blue,Type of finish,Grey interior,Cloth interior,Coupe,4/5 doors,5,Petrol,Automatic,4x2,240 kW,2 998 cc,165,Euro 6d-TEMP,32 300 km,6/2019,Used
Volkswagen,Tiguan Allspace,44 549 €,Blue,Type of finish,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,147 kW,1 968 cc,153,Euro 6d,4 200 km,12/2021,1
Audi,S4,53 099 €,Black,Type of finish,Black interior,Alcantara interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,255 kW,2 967 cc,163,Euro 6d-TEMP,52 500 km,1/2020,1
Peugeot,208,9 849 €,White,Interior color,Other interior material,Compact,4/5 doors,2,None,Diesel,Manual,4x2,74 kW,1 499 cc,98,No emission class,113 167 km,2/2019,Used
Ford,Focus,17 249 €,Blue,Type of finish,Other interior color,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Manual,4x2,136 kW,1 997 cc,119,Euro 6,18 289 km,7/2016,3
BMW,220,36 749 €,Black,Type of finish,Black interior,Full leather interior,MPV/VAN,4/5 doors,5,Diesel,Automatic,4x4,140 kW,1 995 cc,126,Euro 6,20 644 km,4/2021,Used
Volkswagen,Tiguan,37 349 €,Grey,Interior color,Alcantara interior,SUV / offroad,4/5 doors,5,None,Petrol,Automatic,4x4,169 kW,1 984 cc,167,Euro 6d-TEMP,14 934 km,6/2020,1
Audi,Q2,27 849 €,Black,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x2,110 kW,1 395 cc,119,Euro 6,21 100 km,3/2021,1
Mercedes-Benz,E 220,28 849 €,Grey,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,143 kW,1 950 cc,138,Euro 6c,133 400 km,10/2018,1
BMW,M340i,52 799 €,Grey,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x4,275 kW,2 998 cc,172,Euro 6d-TEMP,54 247 km,3/2020,1
Volkswagen,Touareg,53 199 €,White,Interior color,Full leather interior,SUV / offroad,4/5 doors,5,None,Diesel,Automatic,4x4,210 kW,2 967 cc,214,Euro 6d-TEMP,94 500 km,2/2019,1
Tesla,Model Y,61 149 €,Red,Type of finish,Other interior color,Full leather interior,SUV / offroad,4/5 doors,None,Electric,Automatic,4x4,366 kW,No emission class,No,Included,23 300 km,3/2022,1
BMW,X2,28 849 €,Gold,Type of finish,Other interior color,Cloth interior,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x2,141 kW,1 998 cc,128,Euro 6d-TEMP,47 555 km,6/2020,Used
BMW,M140i,40 849 €,Black,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x2,250 kW,2 998 cc,168,Euro 6d-TEMP,5 000 km,7/2019,1
Mercedes-Benz,GLA 250,42 399 €,Black,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,None,Petrol,Automatic,4x4,165 kW,1 991 cc,173,Euro 6d,8 155 km,6/2020,1
Toyota,C-HR,31 849 €,Purple,Type of finish,Grey interior,Cloth interior,SUV / offroad,4/5 doors,5,Hybrid,Automatic,4x2,135 kW,1 987 cc,120,Euro 6d,5 km,3/2022,1
Mercedes-Benz,GLC 350,34 199 €,Grey,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,190 kW,2 987 cc,159,Euro 6,137 700 km,4/2018,1
Volkswagen,Amarok,37 249 €,Blue,Type of finish,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,150 kW,2 967 cc,211,Euro 6,95 550 km,4/2019,1
Mercedes-Benz,CLA 220,38 749 €,Grey,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,140 kW,1 950 cc,140,Euro 6d,32 689 km,6/2021,Used
BMW,340,56 199 €,Grey,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,250 kW,2 993 cc,160,Euro 6d,12 998 km,2/2021,1
Mercedes-Benz,GLB 35 AMG,58 549 €,Black,Interior color,Full leather interior,SUV / offroad,4/5 doors,5,None,Petrol,Automatic,4x4,225 kW,1 991 cc,181,Euro 6d-TEMP,14 900 km,7/2022,Demonstration car
BMW,430,31 999 €,Red,Type of finish,Black interior,Full leather interior,Coupe,4/5 doors,5,Diesel,Automatic,4x2,190 kW,2 993 cc,144,Euro 6c,63 346 km,5/2018,Used
DS Automobiles,DS4,40 849 €,Grey,Type of finish,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Hybrid,Automatic,4x2,165 kW,1 598 cc,32,Euro 6d-TEMP,5 km,6/2022,New
Mercedes-Benz,E 400,48 449 €,Blue,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,250 kW,2 925 cc,186,Euro 6d-TEMP,50 000 km,1/2019,1
Mercedes-Benz,A 200,32 049 €,White,Interior color,Part leather interior,Sedans / saloons,4/5 doors,5,None,Diesel,Automatic,4x4,110 kW,1 950 cc,121,Euro 6d,17 206 km,11/2020,1
Mercedes-Benz,E 300,37 349 €,Grey,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,180 kW,1 950 cc,144,Euro 6d-TEMP,68 865 km,11/2018,Used
Mercedes-Benz,GLC 220,47 949 €,Black,Interior color,Velour interior,SUV / offroad,4/5 doors,5,None,Diesel,Automatic,4x4,143 kW,1 950 cc,137,Euro 6d-TEMP,9 250 km,3/2021,Used
Audi,S7,63 749 €,Red,Type of finish,Black interior,Alcantara interior,Sedans / saloons,4/5 doors,4,Diesel,Automatic,4x4,257 kW,2 967 cc,172,Euro 6,79 792 km,8/2019,1
Mercedes-Benz,CLA 220,41 149 €,Black,Interior color,Part leather interior,Other car styles,4/5 doors,5,None,Diesel,Automatic,4x2,140 kW,1 950 cc,131,Euro 6d-TEMP,11 557 km,1/2021,Used
BMW,530,38 999 €,Blue,Type of finish,Beige interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,195 kW,2 993 cc,154,Euro 6d-TEMP,49 118 km,3/2019,1
Volkswagen,Arteon,46 899 €,White,Interior color,Velour interior,Coupe,4/5 doors,5,None,Diesel,Automatic,4x2,147 kW,1 968 cc,146,Euro 6,7 700 km,3/2022,Demonstration car
Tesla,Model Y,61 349 €,White,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Electric,Automatic,4x4,378 kW,Euro 6d-TEMP,75,No,9 900 km,3/2022,Used
Alfa Romeo,Stelvio,50 049 €,Blue,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Petrol,Manual,4x4,206 kW,1 995 cc,158,Euro 6d-TEMP,14 000 km,4/2021,Demonstration car
BMW,120,23 249 €,Black,Interior color,Cloth interior,Sedans / saloons,4/5 doors,5,None,Diesel,Automatic,4x4,140 kW,1 995 cc,135,Euro 6d-TEMP,64 805 km,4/2019,1
Jaguar,E-Pace,28 449 €,Black,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,None,Diesel,Manual,4x2,110 kW,1 999 cc,143,Euro 6d-TEMP,40 084 km,2/2020,1
Audi,Q3,36 199 €,White,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,None,Diesel,Automatic,4x2,110 kW,1 968 cc,142,Euro 6d-TEMP,45 378 km,6/2021,1
Audi,Q3,36 199 €,White,Interior color,Cloth interior,SUV / offroad,4/5 doors,5,None,Diesel,Automatic,4x2,110 kW,1 968 cc,142,Euro 6d-TEMP,45 378 km,6/2021,1
Mercedes-Benz,A 250,35 499 €,Red,Type of finish,Black interior,Part leather interior,Compact,4/5 doors,5,Petrol,Automatic,4x2,165 kW,1 991 cc,149,Euro 6d,29 482 km,2/2021,1
BMW,M3,57 749 €,Black,Type of finish,Black interior,Alcantara interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,250 kW,2 993 cc,139,Euro 6,42 596 km,1/2021,1
BMW,X2,37 299 €,Black,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,140 kW,1 995 cc,122,Euro 6,7 805 km,9/2021,Used
BMW,440,40 449 €,White,Type of finish,Brown interior,Full leather interior,Coupe,4/5 doors,5,Petrol,Automatic,4x2,240 kW,2 998 cc,200,Euro 6,25 000 km,2/2019,Used
Chevrolet,Matiz,3 899 €,Black,Interior color,Cloth interior,Sedans / saloons,4/5 doors,5,None,Petrol,Manual,4x2,38 kW,796 cc,127,Euro 4,82 232 km,1/2010,3
Mercedes-Benz,GLC 400,56 299 €,Blue,Type of finish,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,243 kW,2 925 cc,187,Euro 6d,49 935 km,7/2020,1
Mercedes-Benz,E 220,37 349 €,None,Interior color,Cloth interior,Station Wagon,4/5 doors,5,None,Diesel,Automatic,4x2,143 kW,1 950 cc,158,Euro 6d-TEMP,39 750 km,2/2019,1
Mercedes-Benz,E 350,37 899 €,Black,Interior color,Part leather interior,Station Wagon,4/5 doors,5,None,Diesel,Automatic,4x2,210 kW,2 925 cc,141,Euro 6d-TEMP,86 000 km,2/2020,Used
BMW,330,45 599 €,Black,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,210 kW,2 993 cc,146,Euro 6d,24 305 km,2/2021,1
BMW,M340i,60 649 €,Orange,Type of finish,Brown interior,Full leather interior,Sedans / saloons,4/5 doors,5,Petrol,Automatic,4x4,275 kW,2 998 cc,180,Euro 6d,13 202 km,5/2021,1
Volkswagen,Polo,12 799 €,White,Interior color,Other interior material,Compact,4/5 doors,5,None,CNG,Manual,4x2,66 kW,999 cc,105,Euro 6,22 536 km,1/2020,Used
Cupra,Leon,29 149 €,Red,Interior color,Part leather interior,Station Wagon,4/5 doors,5,None,Petrol,Automatic,4x4,221 kW,1 984 cc,161,Euro 6d-TEMP,20 612 km,6/2020,1
Mercedes-Benz,E 400,41 299 €,Silver,Type of finish,Black interior,Full leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x4,250 kW,2 925 cc,159,Euro 6d-TEMP,107 523 km,5/2019,1
Cupra,Ateca,37 899 €,Grey,Type of finish,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,Petrol,Automatic,4x4,221 kW,1 984 cc,175,No emission class,22 076 km,2/2021,Used
Mercedes-Benz,C 300,54 299 €,Grey,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,195 kW,1 993 cc,137,Euro 6d-TEMP,9 893 km,8/2021,Used
Tesla,Model 3,56 449 €,White,Type of finish,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,Electric,Automatic,4x4,377 kW,No emission class,82,No,22 400 km,6/2021,1
Renault,Master,41 799 €,Other interior color,Interior material,Other car styles,4/5 doors,3,1956,None,Diesel,Manual,4x2,110 kW,2 298 cc,236,Euro 6d-TEMP,1 142 km,5/2022,Used
Mercedes-Benz,C 63 S AMG,54 249 €,Grey,Type of finish,Black interior,Part leather interior,Station Wagon,4/5 doors,5,Petrol,Automatic,4x2,375 kW,3 982 cc,196,Euro 6,49 500 km,2/2017,2
BMW,335,29 899 €,Black,Type of finish,Black interior,Part leather interior,Sedans / saloons,4/5 doors,5,Diesel,Automatic,4x4,230 kW,2 993 cc,162,Euro 6c,77 000 km,8/2018,1
Mercedes-Benz,CLA 220,34 099 €,White,Interior color,Part leather interior,Coupe,4/5 doors,5,1560,Diesel,Automatic,4x2,140 kW,1 950 cc,117,Euro 6,101 950 km,8/2019,Used
Mercedes-Benz,C 300,55 249 €,White,Interior color,Part leather interior,Sedans / saloons,4/5 doors,5,None,Hybrid,Automatic,4x2,150 kW,1 999 cc,13,Euro 6d,9 500 km,7/2022,Demonstration car
Audi,A3,24 899 €,Black,Interior color,Cloth interior,Cabriolet,4/5 doors,5,1385,CNG,Automatic,4x2,96 kW,1 498 cc,96,No emission class,38 484 km,3/2020,Used
Mercedes-Benz,E 220,49 949 €,Silver,Type of finish,Black interior,Other interior material,Station Wagon,4/5 doors,5,Diesel,Automatic,4x2,143 kW,1 950 cc,128,Euro 6d,10 987 km,7/2021,Used
Mercedes-Benz,GLC 400,50 049 €,Grey,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,243 kW,2 925 cc,168,Euro 6d,140 000 km,3/2020,1
Mercedes-Benz,C 180,8 899 €,Black,Type of finish,Black interior,Cloth interior,Station Wagon,4/5 doors,5,Petrol,Manual,4x2,115 kW,1 597 cc,185,Euro 4,150 000 km,3/2009,3
BMW,340 Gran Turismo,39 349 €,White,Interior color,Full leather interior,Sedans / saloons,4/5 doors,5,None,Petrol,Automatic,4x2,240 kW,2 998 cc,170,No emission class,29 179 km,6/2019,1
Land Rover,Range Rover Velar,63 249 €,Red,Type of finish,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x4,177 kW,1 999 cc,169,Euro 6d-TEMP,12 985 km,3/2021,Demonstration car
Audi,Q2,34 249 €,Silver,Type of finish,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,Diesel,Automatic,4x2,85 kW,1 998 cc,107,Euro 6,6 000 km,2/2022,Used
